case_id,case_class,raw_path
public_search_001,normal,/api/public/announcements?keyword=%EB%8F%84%EC%84%9C%EA%B4%80&sort=latest&page=1&size=6
public_search_002,normal,/api/public/announcements?keyword=%EC%9E%A5%ED%95%99%EA%B8%88&sort=title&page=0&size=7
public_search_003,normal,/api/public/announcements?keyword=%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EB%84%A4%ED%8A%B8%EC%9B%8C%ED%81%AC&sort=latest&page=1&size=5
public_search_004,normal,/api/public/announcements?keyword=%EC%88%98%EA%B0%95%EC%A0%95%EC%A0%95&sort=title&page=0&size=6
public_search_005,normal,/api/public/announcements?keyword=%EA%B0%9C%EA%B0%95&sort=latest&page=1&size=7
public_search_006,normal,/api/public/announcements?keyword=%EC%A7%80%EC%9B%90%EC%84%BC%ED%84%B0&sort=title&page=0&size=5
public_search_007,normal,/api/public/announcements?keyword=%ED%95%99%EC%82%AC%EC%9D%BC%EC%A0%95&sort=latest&page=1&size=6
public_search_008,normal,/api/public/announcements?keyword=%EB%93%B1%EB%A1%9D%EA%B8%88&sort=title&page=0&size=7
public_search_009,normal,/api/public/announcements?keyword=%EA%B5%90%ED%99%98%ED%95%99%EC%83%9D&sort=latest&page=1&size=5
public_search_010,normal,/api/public/announcements?keyword=%EC%98%A4%EB%A6%AC%EC%97%94%ED%85%8C%EC%9D%B4%EC%85%98&sort=title&page=0&size=6
public_search_011,normal,/api/public/announcements?keyword=%EC%84%B8%EB%AF%B8%EB%82%98&sort=latest&page=1&size=7
public_search_012,normal,/api/public/announcements?keyword=%EC%9E%A5%EB%B9%84%20%EB%8C%80%EC%97%AC&sort=title&page=0&size=5
public_search_013,normal,/api/public/announcements?keyword=%EC%B7%A8%EC%97%85&sort=latest&page=1&size=6
public_search_014,normal,/api/public/announcements?keyword=%EA%B8%B0%EC%88%99%EC%82%AC&sort=title&page=0&size=7
public_search_015,normal,/api/public/announcements?keyword=%EC%A1%B8%EC%97%85&sort=latest&page=1&size=5
public_search_016,normal,/api/public/announcements?sort=latest&page=0&size=10
public_search_017,normal,/api/public/announcements?sort=title&page=0&size=10
public_search_018,normal,/api/public/announcements?sort=oldest&page=0&size=10
public_search_019,normal,/api/public/announcements/1
public_search_020,normal,/api/public/announcements/2
public_search_021,normal,/api/public/announcements/999999
public_search_022,normal,/api/public/academic-events
public_search_023,normal,/api/public/academic-events
public_search_024,normal,/api/health
public_search_025,normal,/api/health
public_search_026,normal,/api/public/announcements?dateFrom=2026-03-01&dateTo=2026-03-31&sort=latest&page=0&size=5
public_search_027,normal,/api/public/announcements?keyword=%EC%A0%90%EA%B2%80&dateFrom=2026-01-01&dateTo=2026-12-31&sort=title&page=0&size=5
public_search_028,normal,/api/public/announcements?keyword=%EA%B5%90%EB%82%B4%20%ED%96%89%EC%82%AC&sort=latest&page=1&size=6
public_search_029,normal,/api/public/announcements?keyword=%EC%A4%91%EA%B0%84%EA%B3%A0%EC%82%AC&sort=title&page=0&size=5
public_search_030,normal,/api/public/announcements?keyword=%EB%8F%84%EC%84%9C%EA%B4%80%20%EC%9A%B4%EC%98%81%EC%8B%9C%EA%B0%84&sort=latest&page=1&size=5
public_search_031,ambiguous,/api/public/announcements?keyword=select%20%EB%AC%B8%20%EC%95%88%EB%82%B4&sort=latest&page=0&size=5
public_search_032,ambiguous,/api/public/announcements?keyword=union%20select%20%EC%8B%A4%EC%8A%B5%EC%9E%90%EB%A3%8C&sort=title&page=0&size=5
public_search_033,ambiguous,/api/public/announcements?keyword=script%20%ED%83%9C%EA%B7%B8%20%EC%84%A4%EB%AA%85&sort=latest&page=1&size=6
public_search_034,ambiguous,/api/public/announcements?keyword=..%2Fadmin%20%EA%B2%BD%EB%A1%9C%20%EC%98%88%EC%8B%9C&sort=title&page=0&size=5
public_search_035,ambiguous,/api/public/announcements?keyword=cmd.exe%20%EB%AC%B8%EC%9E%90%EC%97%B4%20%EA%B5%90%EC%9C%A1&sort=latest&page=0&size=6
public_search_036,ambiguous,/api/public/announcements?keyword=powershell%20-enc%20%EC%98%88%EC%8B%9C&sort=title&page=1&size=5
public_search_037,ambiguous,/api/public/announcements?keyword=alert%20tcp%20%EB%A3%B0&sort=latest&page=0&size=6
public_search_038,ambiguous,/api/public/announcements?keyword=XSS%20payload%20%EB%B6%84%EC%84%9D&sort=title&page=0&size=5
public_search_039,ambiguous,/api/public/announcements?keyword=drop%20table%20%EA%B8%88%EC%A7%80&sort=latest&page=1&size=6
public_search_040,ambiguous,/api/public/announcements?keyword=whoami%20%EA%B2%B0%EA%B3%BC%20%EC%84%A4%EB%AA%85&sort=title&page=0&size=5
public_search_041,ambiguous,/api/public/announcements?keyword=LFI%20%EA%B2%BD%EB%A1%9C%20%EC%82%AC%EB%A1%80&sort=latest&page=0&size=6
public_search_042,ambiguous,/api/public/announcements?keyword=WAF%20%EA%B3%BC%ED%83%90%20%EB%A9%94%EB%AA%A8&sort=title&page=1&size=5
public_search_043,ambiguous,/api/public/announcements/
public_search_044,ambiguous,/api/public/announcements//
public_search_045,ambiguous,/api//public/announcements
public_search_046,ambiguous,/api/public/academic-events/
public_search_047,ambiguous,/API/public/academic-events
public_search_048,ambiguous,/api/public/announcements?keyword=query%20string%20%EC%84%A4%EB%AA%85&sort=latest&page=0&size=5
public_search_049,attack,/api/public/announcements?keyword=%3Cscript%3Ealert%281%29%3C%2Fscript%3E&sort=latest&page=0&size=5
public_search_050,attack,/api/public/announcements?keyword=..%252Fadmin&sort=latest&page=0&size=5
